Time   inert-X inert-Y inert-Z   optic-rX optic-rY optic-rZ   optic-X optic-Y optic-Z
23-57-21-325   1.150 1.836 -0.761  0.616 1.651 -0.040  0.704 1.544 0.071  0.801 -0.708 1.695
23-57-21-325   1.150 1.836 -0.761  0.616 1.651 -0.040  0.714 1.539 0.071  0.812 -0.708 1.695
23-57-21-346   1.165 1.828 -0.761  0.631 1.643 -0.040  0.723 1.534 0.071  0.823 -0.708 1.694
23-57-21-367   1.179 1.820 -0.761  0.645 1.634 -0.041  0.732 1.528 0.071  0.833 -0.708 1.694
23-57-21-389   1.193 1.812 -0.762  0.659 1.626 -0.041  0.741 1.523 0.070  0.843 -0.709 1.694
23-57-21-408   1.200 1.808 -0.762  0.666 1.622 -0.041  0.750 1.517 0.070  0.853 -0.709 1.694
23-57-21-410   1.206 1.804 -0.762  0.672 1.619 -0.041  0.758 1.512 0.070  0.863 -0.710 1.694
23-57-21-431   1.219 1.796 -0.761  0.685 1.611 -0.041  0.767 1.506 0.069  0.874 -0.711 1.693
23-57-21-454   1.232 1.788 -0.761  0.698 1.603 -0.040  0.776 1.500 0.069  0.885 -0.711 1.692
23-57-21-473   1.244 1.781 -0.760  0.710 1.595 -0.039  0.785 1.494 0.068  0.896 -0.713 1.691
23-57-21-493   1.257 1.772 -0.759  0.716 1.591 -0.039  0.793 1.487 0.066  0.907 -0.714 1.690
23-57-21-493   1.257 1.772 -0.759  0.723 1.587 -0.038  0.803 1.480 0.065  0.918 -0.716 1.689
23-57-21-514   1.268 1.764 -0.758  0.734 1.579 -0.037  0.812 1.472 0.064  0.930 -0.718 1.687
23-57-21-535   1.280 1.755 -0.756  0.746 1.569 -0.035  0.821 1.465 0.062  0.941 -0.720 1.686
23-57-21-556   1.292 1.743 -0.753  0.758 1.558 -0.033  0.828 1.457 0.061  0.952 -0.723 1.685
23-57-21-575   1.298 1.738 -0.752  0.764 1.552 -0.031  0.837 1.449 0.060  0.963 -0.726 1.683
23-57-21-577   1.303 1.732 -0.750  0.769 1.546 -0.029  0.845 1.440 0.058  0.974 -0.730 1.682
23-57-21-598   1.314 1.720 -0.747  0.780 1.534 -0.026  0.853 1.431 0.057  0.986 -0.733 1.680
23-57-21-619   1.324 1.708 -0.743  0.790 1.522 -0.023  0.860 1.422 0.055  0.997 -0.738 1.679
23-57-21-640   1.334 1.694 -0.740  0.800 1.509 -0.019  0.868 1.413 0.054  1.008 -0.742 1.677
23-57-21-659   1.339 1.688 -0.738  0.805 1.502 -0.017  0.876 1.403 0.053  1.020 -0.747 1.676
23-57-21-661   1.343 1.681 -0.736  0.809 1.495 -0.015  0.883 1.393 0.052  1.031 -0.752 1.676
23-57-21-682   1.352 1.667 -0.732  0.818 1.481 -0.012  0.891 1.383 0.052  1.043 -0.757 1.676
23-57-21-703   1.361 1.653 -0.729  0.827 1.467 -0.008  0.899 1.372 0.053  1.055 -0.763 1.676
23-57-21-724   1.369 1.639 -0.726  0.835 1.453 -0.005  0.907 1.361 0.054  1.067 -0.768 1.678
23-57-21-743   1.373 1.631 -0.725  0.835 1.453 -0.005  0.914 1.350 0.056  1.079 -0.774 1.680
23-57-21-745   1.377 1.625 -0.725  0.843 1.439 -0.004  0.922 1.338 0.058  1.092 -0.780 1.682
23-57-21-766   1.385 1.610 -0.732  0.851 1.425 -0.012  0.930 1.327 0.060  1.104 -0.787 1.683
23-57-21-787   1.392 1.596 -0.735  0.858 1.410 -0.014  0.936 1.316 0.061  1.115 -0.793 1.684
23-57-21-808   1.401 1.576 -0.740  0.867 1.391 -0.019  0.943 1.305 0.062  1.126 -0.799 1.685
23-57-21-827   1.407 1.567 -0.742  0.867 1.391 -0.019  0.949 1.295 0.062  1.137 -0.805 1.686
23-57-21-829   1.412 1.557 -0.744  0.878 1.372 -0.023  0.955 1.285 0.063  1.147 -0.811 1.687
23-57-21-850   1.425 1.539 -0.748  0.891 1.354 -0.027  0.962 1.275 0.064  1.157 -0.816 1.687
23-57-21-872   1.436 1.523 -0.750  0.902 1.337 -0.030  0.968 1.266 0.064  1.168 -0.821 1.688
23-57-21-893   1.449 1.506 -0.752  0.908 1.329 -0.031  0.975 1.256 0.064  1.178 -0.826 1.688
23-57-21-893   1.449 1.506 -0.752  0.915 1.321 -0.032  0.982 1.247 0.064  1.189 -0.831 1.687
23-57-21-913   1.462 1.490 -0.754  0.928 1.304 -0.033  0.990 1.238 0.064  1.200 -0.835 1.687
23-57-21-933   1.474 1.474 -0.755  0.940 1.289 -0.034  0.998 1.228 0.063  1.212 -0.839 1.687
23-57-21-955   1.485 1.459 -0.756  0.951 1.273 -0.035  1.006 1.220 0.063  1.223 -0.843 1.687
23-57-21-976   1.497 1.443 -0.756  0.963 1.257 -0.036  1.014 1.211 0.062  1.234 -0.847 1.686
23-57-21-976   1.497 1.443 -0.756  0.963 1.257 -0.036  1.022 1.202 0.062  1.245 -0.850 1.686
23-57-21-996   1.510 1.428 -0.757  0.976 1.242 -0.037  1.030 1.194 0.062  1.256 -0.853 1.685
23-57-22-17   1.521 1.413 -0.758  0.987 1.228 -0.037  1.037 1.187 0.061  1.267 -0.856 1.685
23-57-22-38   1.533 1.399 -0.758  0.999 1.213 -0.038  1.045 1.179 0.061  1.277 -0.859 1.685
23-57-22-59   1.544 1.385 -0.759  1.010 1.199 -0.038  1.052 1.172 0.060  1.287 -0.862 1.684
23-57-22-59   1.544 1.385 -0.759  1.010 1.199 -0.038  1.059 1.165 0.060  1.296 -0.865 1.684
23-57-22-80   1.555 1.371 -0.759  1.021 1.186 -0.038  1.067 1.157 0.060  1.307 -0.867 1.683
23-57-22-102   1.566 1.358 -0.759  1.032 1.172 -0.038  1.074 1.150 0.059  1.316 -0.870 1.683
23-57-22-123   1.575 1.345 -0.758  1.041 1.160 -0.038  1.082 1.143 0.058  1.327 -0.872 1.682
23-57-22-123   1.575 1.345 -0.758  1.041 1.160 -0.038  1.089 1.136 0.057  1.337 -0.875 1.681
23-57-22-146   1.584 1.334 -0.758  1.050 1.148 -0.038  1.097 1.129 0.056  1.347 -0.877 1.680
23-57-22-166   1.593 1.322 -0.758  1.059 1.136 -0.037  1.105 1.122 0.055  1.357 -0.880 1.679
23-57-22-185   1.602 1.310 -0.757  1.068 1.124 -0.037  1.113 1.114 0.054  1.368 -0.882 1.678
23-57-22-207   1.612 1.296 -0.756  1.078 1.111 -0.035  1.121 1.107 0.053  1.378 -0.884 1.677
23-57-22-225   1.617 1.290 -0.755  1.083 1.104 -0.034  1.128 1.101 0.052  1.388 -0.887 1.675
23-57-22-227   1.623 1.283 -0.754  1.089 1.098 -0.033  1.136 1.094 0.051  1.398 -0.888 1.675
23-57-22-248   1.634 1.270 -0.752  1.100 1.085 -0.032  1.144 1.088 0.050  1.408 -0.890 1.673
23-57-22-269   1.644 1.257 -0.751  1.110 1.071 -0.030  1.152 1.081 0.049  1.418 -0.892 1.672
23-57-22-291   1.655 1.244 -0.749  1.121 1.058 -0.029  1.160 1.075 0.047  1.428 -0.894 1.671
23-57-22-309   1.661 1.237 -0.748  1.121 1.058 -0.029  1.167 1.069 0.046  1.438 -0.895 1.670
23-57-22-311   1.667 1.229 -0.748  1.133 1.044 -0.027  1.175 1.063 0.045  1.447 -0.897 1.669
23-57-22-332   1.679 1.215 -0.745  1.145 1.029 -0.025  1.182 1.057 0.045  1.456 -0.898 1.668
23-57-22-354   1.692 1.200 -0.743  1.158 1.014 -0.023  1.190 1.050 0.045  1.467 -0.900 1.669
23-57-22-374   1.704 1.183 -0.741  1.170 0.997 -0.021  1.198 1.043 0.046  1.477 -0.903 1.670
23-57-22-374   1.704 1.183 -0.741  1.170 0.997 -0.021  1.206 1.035 0.048  1.488 -0.905 1.672
23-57-22-395   1.715 1.166 -0.741  1.181 0.981 -0.020  1.213 1.028 0.049  1.497 -0.908 1.673
23-57-22-416   1.724 1.150 -0.736  1.190 0.965 -0.015  1.220 1.022 0.051  1.507 -0.910 1.675
23-57-22-437   1.733 1.135 -0.734  1.199 0.950 -0.014  1.227 1.015 0.053  1.515 -0.913 1.676
23-57-22-458   1.745 1.120 -0.737  1.211 0.935 -0.016  1.233 1.009 0.054  1.524 -0.916 1.678
23-57-22-458   1.745 1.120 -0.737  1.211 0.935 -0.016  1.238 1.003 0.056  1.531 -0.918 1.680
23-57-22-479   1.755 1.106 -0.740  1.221 0.920 -0.019  1.242 0.997 0.058  1.538 -0.921 1.681
23-57-22-500   1.761 1.091 -0.742  1.227 0.906 -0.021  1.246 0.992 0.059  1.544 -0.924 1.683
23-57-22-521   1.766 1.078 -0.742  1.232 0.893 -0.022  1.250 0.986 0.060  1.550 -0.927 1.684
23-57-22-542   1.771 1.067 -0.743  1.237 0.881 -0.022  1.253 0.981 0.061  1.555 -0.930 1.685
23-57-22-542   1.771 1.067 -0.743  1.237 0.881 -0.022  1.256 0.975 0.063  1.561 -0.933 1.686
23-57-22-563   1.777 1.055 -0.744  1.243 0.870 -0.023  1.259 0.969 0.064  1.566 -0.937 1.687
23-57-22-584   1.783 1.043 -0.745  1.249 0.858 -0.025  1.261 0.962 0.064  1.572 -0.942 1.688
23-57-22-605   1.789 1.032 -0.747  1.255 0.846 -0.026  1.263 0.956 0.065  1.577 -0.947 1.689
23-57-22-626   1.794 1.021 -0.748  1.260 0.835 -0.027  1.264 0.949 0.066  1.581 -0.952 1.689
23-57-22-626   1.794 1.021 -0.748  1.260 0.835 -0.027  1.265 0.942 0.066  1.585 -0.957 1.690
23-57-22-647   1.797 1.010 -0.749  1.263 0.824 -0.028  1.265 0.936 0.067  1.588 -0.963 1.690
23-57-22-669   1.798 1.000 -0.749  1.264 0.814 -0.029  1.264 0.930 0.067  1.590 -0.968 1.691
23-57-22-690   1.799 0.989 -0.749  1.265 0.804 -0.029  1.263 0.924 0.067  1.592 -0.974 1.691
23-57-22-709   1.799 0.984 -0.749  1.265 0.799 -0.029  1.262 0.920 0.068  1.593 -0.979 1.691
23-57-22-711   1.798 0.979 -0.749  1.264 0.794 -0.029  1.260 0.914 0.068  1.594 -0.984 1.692
23-57-22-731   1.797 0.970 -0.749  1.263 0.785 -0.028  1.257 0.910 0.069  1.594 -0.990 1.693
23-57-22-752   1.795 0.961 -0.749  1.261 0.776 -0.028  1.255 0.905 0.069  1.594 -0.995 1.693
23-57-22-773   1.793 0.953 -0.748  1.259 0.768 -0.027  1.252 0.901 0.070  1.593 -1.000 1.693
23-57-22-792   1.792 0.950 -0.748  1.258 0.764 -0.027  1.248 0.897 0.070  1.592 -1.005 1.693
23-57-22-794   1.791 0.946 -0.747  1.257 0.761 -0.027  1.245 0.894 0.070  1.591 -1.010 1.694
23-57-22-814   1.787 0.939 -0.746  1.253 0.754 -0.026  1.241 0.890 0.070  1.589 -1.015 1.694
23-57-22-835   1.783 0.933 -0.745  1.249 0.748 -0.024  1.237 0.887 0.070  1.588 -1.020 1.694
23-57-22-857   1.778 0.927 -0.743  1.244 0.742 -0.023  1.232 0.884 0.070  1.585 -1.025 1.694
23-57-22-876   1.775 0.924 -0.742  1.241 0.739 -0.021  1.228 0.881 0.070  1.583 -1.029 1.693
23-57-22-878   1.772 0.921 -0.741  1.238 0.736 -0.020  1.224 0.878 0.069  1.580 -1.033 1.693
23-57-22-899   1.766 0.915 -0.738  1.232 0.730 -0.018  1.220 0.876 0.069  1.578 -1.038 1.693
23-57-22-920   1.758 0.910 -0.739  1.224 0.725 -0.019  1.215 0.873 0.069  1.575 -1.042 1.693
23-57-22-941   1.750 0.906 -0.742  1.216 0.720 -0.021  1.210 0.870 0.070  1.572 -1.048 1.694
23-57-22-960   1.746 0.903 -0.745  1.216 0.720 -0.021  1.205 0.866 0.072  1.570 -1.053 1.695
23-57-22-962   1.742 0.900 -0.743  1.208 0.715 -0.022  1.199 0.862 0.073  1.566 -1.060 1.697
23-57-22-983   1.733 0.896 -0.741  1.199 0.711 -0.020  1.193 0.859 0.075  1.563 -1.065 1.699
23-57-23-04   1.724 0.891 -0.747  1.190 0.706 -0.026  1.188 0.856 0.077  1.560 -1.070 1.701
23-57-23-25   1.714 0.885 -0.750  1.180 0.699 -0.029  1.183 0.853 0.078  1.557 -1.075 1.702
23-57-23-25   1.714 0.885 -0.750  1.180 0.699 -0.029  1.177 0.851 0.079  1.553 -1.080 1.702
23-57-23-46   1.704 0.880 -0.748  1.170 0.694 -0.027  1.172 0.848 0.079  1.550 -1.086 1.703
23-57-23-66   1.695 0.873 -0.750  1.161 0.688 -0.030  1.166 0.845 0.079  1.547 -1.091 1.703
23-57-23-87   1.683 0.862 -0.752  1.149 0.677 -0.031  1.161 0.841 0.079  1.543 -1.097 1.703
23-57-23-108   1.669 0.848 -0.754  1.135 0.662 -0.033  1.155 0.837 0.079  1.541 -1.103 1.702
23-57-23-127   1.662 0.840 -0.754  1.135 0.662 -0.033  1.149 0.833 0.078  1.537 -1.110 1.702
23-57-23-129   1.655 0.833 -0.755  1.121 0.648 -0.034  1.142 0.828 0.078  1.534 -1.117 1.702
23-57-23-150   1.643 0.822 -0.755  1.109 0.636 -0.035  1.136 0.823 0.078  1.531 -1.125 1.701
23-57-23-171   1.632 0.811 -0.756  1.098 0.626 -0.035  1.129 0.817 0.077  1.528 -1.133 1.701
23-57-23-192   1.620 0.801 -0.757  1.086 0.615 -0.036  1.122 0.810 0.077  1.525 -1.143 1.701
23-57-23-192   1.620 0.801 -0.757  1.086 0.615 -0.036  1.115 0.803 0.076  1.522 -1.152 1.700
23-57-23-213   1.608 0.790 -0.757  1.074 0.605 -0.036  1.108 0.797 0.076  1.520 -1.161 1.700
23-57-23-234   1.597 0.780 -0.757  1.063 0.594 -0.037  1.102 0.790 0.075  1.517 -1.170 1.699
23-57-23-255   1.585 0.770 -0.758  1.051 0.584 -0.037  1.096 0.784 0.075  1.515 -1.179 1.698
23-57-23-276   1.572 0.760 -0.757  1.045 0.579 -0.037  1.090 0.777 0.074  1.513 -1.187 1.698
23-57-23-276   1.572 0.760 -0.757  1.038 0.574 -0.037  1.084 0.770 0.074  1.512 -1.196 1.697
23-57-23-297   1.560 0.749 -0.757  1.026 0.564 -0.037  1.079 0.764 0.073  1.510 -1.205 1.696
23-57-23-318   1.548 0.739 -0.757  1.014 0.553 -0.036  1.072 0.757 0.072  1.508 -1.214 1.696
23-57-23-340   1.536 0.729 -0.756  1.002 0.543 -0.036  1.067 0.750 0.071  1.507 -1.222 1.695
23-57-23-359   1.531 0.723 -0.756  0.997 0.538 -0.035  1.061 0.743 0.070  1.505 -1.231 1.694
23-57-23-361   1.525 0.718 -0.756  0.991 0.533 -0.035  1.055 0.735 0.069  1.504 -1.241 1.693
23-57-23-382   1.515 0.709 -0.755  0.981 0.523 -0.034  1.050 0.728 0.068  1.502 -1.250 1.692
23-57-23-402   1.505 0.699 -0.754  0.971 0.513 -0.033  1.044 0.720 0.067  1.501 -1.259 1.691
23-57-23-423   1.494 0.689 -0.753  0.960 0.504 -0.032  1.038 0.712 0.066  1.500 -1.269 1.690
23-57-23-442   1.489 0.684 -0.752  0.955 0.499 -0.031  1.032 0.704 0.065  1.498 -1.279 1.688
23-57-23-444   1.484 0.679 -0.751  0.950 0.494 -0.031  1.026 0.697 0.064  1.497 -1.289 1.688
23-57-23-465   1.474 0.669 -0.750  0.940 0.484 -0.029  1.020 0.688 0.062  1.496 -1.299 1.686
23-57-23-486   1.465 0.659 -0.748  0.931 0.473 -0.028  1.015 0.680 0.061  1.496 -1.308 1.685
23-57-23-507   1.457 0.648 -0.746  0.923 0.463 -0.026  1.010 0.671 0.061  1.495 -1.319 1.684
23-57-23-526   1.452 0.643 -0.745  0.923 0.463 -0.026  1.005 0.662 0.059  1.495 -1.329 1.683
23-57-23-528   1.448 0.637 -0.744  0.914 0.451 -0.024  1.000 0.653 0.059  1.496 -1.340 1.682
23-57-23-549   1.439 0.625 -0.742  0.905 0.439 -0.022  0.994 0.643 0.057  1.496 -1.351 1.681
23-57-23-571   1.431 0.613 -0.741  0.897 0.427 -0.020  0.989 0.633 0.056  1.496 -1.362 1.680
23-57-23-591   1.422 0.600 -0.739  0.888 0.415 -0.018  0.984 0.623 0.055  1.497 -1.374 1.679
23-57-23-591   1.422 0.600 -0.739  0.888 0.415 -0.018  0.979 0.613 0.054  1.498 -1.385 1.678
23-57-23-612   1.414 0.588 -0.737  0.880 0.402 -0.016  0.975 0.602 0.054  1.499 -1.396 1.677
23-57-23-633   1.406 0.575 -0.734  0.872 0.389 -0.014  0.970 0.592 0.053  1.500 -1.407 1.676
23-57-23-654   1.398 0.561 -0.733  0.864 0.376 -0.012  0.966 0.582 0.052  1.501 -1.418 1.675
23-57-23-675   1.390 0.548 -0.731  0.856 0.362 -0.010  0.962 0.571 0.052  1.503 -1.430 1.675
23-57-23-675   1.390 0.548 -0.731  0.856 0.362 -0.010  0.958 0.560 0.052  1.505 -1.441 1.676
23-57-23-696   1.382 0.535 -0.730  0.848 0.349 -0.009  0.953 0.549 0.054  1.506 -1.453 1.677
23-57-23-716   1.372 0.522 -0.730  0.838 0.336 -0.009  0.948 0.538 0.056  1.507 -1.465 1.679
23-57-23-739   1.363 0.509 -0.736  0.829 0.324 -0.016  0.943 0.526 0.058  1.509 -1.478 1.681
23-57-23-760   1.356 0.498 -0.740  0.825 0.318 -0.017  0.939 0.515 0.060  1.510 -1.490 1.683
23-57-23-760   1.356 0.498 -0.740  0.822 0.312 -0.020  0.934 0.503 0.061  1.512 -1.503 1.685
23-57-23-782   1.352 0.486 -0.745  0.818 0.301 -0.024  0.930 0.491 0.063  1.514 -1.515 1.687
23-57-23-802   1.347 0.474 -0.746  0.813 0.288 -0.026  0.926 0.479 0.064  1.516 -1.527 1.688
23-57-23-824   1.338 0.462 -0.757  0.804 0.276 -0.037  0.921 0.468 0.065  1.518 -1.540 1.689
23-57-23-843   1.330 0.451 -0.761  0.800 0.271 -0.039  0.917 0.457 0.066  1.520 -1.551 1.689
23-57-23-843   1.330 0.451 -0.761  0.796 0.266 -0.040  0.913 0.446 0.066  1.521 -1.562 1.690
23-57-23-863   1.322 0.441 -0.762  0.788 0.256 -0.041  0.909 0.436 0.066  1.523 -1.573 1.690
23-57-23-884   1.316 0.431 -0.763  0.782 0.245 -0.042  0.904 0.426 0.066  1.524 -1.584 1.690
23-57-23-905   1.306 0.419 -0.764  0.772 0.234 -0.044  0.900 0.416 0.066  1.525 -1.595 1.690
23-57-23-926   1.295 0.405 -0.765  0.766 0.226 -0.044  0.895 0.406 0.066  1.525 -1.606 1.690
23-57-23-926   1.295 0.405 -0.765  0.761 0.220 -0.044  0.889 0.397 0.066  1.525 -1.617 1.690
23-57-23-947   1.284 0.391 -0.766  0.750 0.206 -0.045  0.884 0.387 0.067  1.525 -1.628 1.691
23-57-23-968   1.272 0.377 -0.767  0.738 0.192 -0.046  0.879 0.378 0.067  1.525 -1.639 1.691
23-57-23-989   1.260 0.362 -0.767  0.726 0.177 -0.047  0.873 0.369 0.068  1.525 -1.649 1.692
23-57-24-10   1.248 0.347 -0.768  0.720 0.169 -0.047  0.868 0.360 0.069  1.524 -1.660 1.692
23-57-24-10   1.248 0.347 -0.768  0.714 0.162 -0.047  0.862 0.352 0.069  1.524 -1.669 1.693
23-57-24-31   1.236 0.334 -0.768  0.702 0.148 -0.048  0.857 0.345 0.069  1.523 -1.678 1.693
23-57-24-52   1.225 0.321 -0.769  0.691 0.136 -0.048  0.852 0.337 0.070  1.522 -1.687 1.694
23-57-24-73   1.214 0.309 -0.769  0.680 0.124 -0.048  0.847 0.330 0.070  1.521 -1.696 1.694
23-57-24-92   1.208 0.304 -0.769  0.674 0.118 -0.049  0.842 0.324 0.070  1.520 -1.704 1.694
23-57-24-94   1.203 0.298 -0.769  0.669 0.112 -0.049  0.837 0.317 0.070  1.519 -1.713 1.694
23-57-24-115   1.193 0.287 -0.769  0.659 0.101 -0.048  0.832 0.310 0.070  1.517 -1.721 1.694
23-57-24-136   1.183 0.275 -0.769  0.649 0.089 -0.048  0.826 0.303 0.070  1.516 -1.730 1.693
23-57-24-158   1.173 0.263 -0.768  0.639 0.078 -0.047  0.821 0.296 0.069  1.515 -1.738 1.692
23-57-24-176   1.168 0.258 -0.767  0.639 0.078 -0.047  0.815 0.289 0.068  1.513 -1.747 1.692
23-57-24-178   1.162 0.252 -0.766  0.628 0.067 -0.046  0.809 0.282 0.067  1.511 -1.757 1.691
23-57-24-199   1.152 0.241 -0.765  0.618 0.056 -0.044  0.803 0.275 0.067  1.510 -1.765 1.690
23-57-24-220   1.141 0.231 -0.763  0.607 0.046 -0.042  0.797 0.268 0.066  1.507 -1.775 1.689
23-57-24-241   1.129 0.221 -0.761  0.595 0.035 -0.040  0.790 0.262 0.065  1.505 -1.784 1.689
23-57-24-260   1.122 0.216 -0.760  0.595 0.035 -0.040  0.783 0.255 0.064  1.503 -1.793 1.688
23-57-24-262   1.116 0.211 -0.759  0.582 0.025 -0.038  0.777 0.248 0.064  1.500 -1.802 1.687
23-57-24-283   1.104 0.202 -0.756  0.570 0.016 -0.036  0.769 0.241 0.063  1.497 -1.812 1.686
23-57-24-304   1.091 0.194 -0.754  0.557 0.008 -0.033  0.762 0.234 0.062  1.494 -1.821 1.685
23-57-24-325   1.078 0.186 -0.752  0.544 0.000 -0.031  0.754 0.228 0.061  1.490 -1.831 1.684
23-57-24-325   1.078 0.186 -0.752  0.544 0.000 -0.031  0.746 0.221 0.059  1.486 -1.841 1.683
23-57-24-346   1.063 0.178 -0.749  0.529 -0.008 -0.028  0.736 0.215 0.058  1.481 -1.851 1.682
23-57-24-367   1.048 0.170 -0.746  0.514 -0.015 -0.025  0.728 0.208 0.057  1.477 -1.860 1.681
23-57-24-388   1.033 0.163 -0.743  0.499 -0.023 -0.022  0.718 0.202 0.056  1.472 -1.871 1.679
23-57-24-409   1.019 0.156 -0.740  0.485 -0.030 -0.019  0.709 0.196 0.054  1.467 -1.881 1.678
23-57-24-409   1.019 0.156 -0.740  0.485 -0.030 -0.019  0.700 0.189 0.052  1.462 -1.891 1.676
23-57-24-430   1.005 0.149 -0.736  0.471 -0.036 -0.016  0.690 0.183 0.050  1.456 -1.901 1.674
23-57-24-451   0.991 0.142 -0.732  0.457 -0.043 -0.011  0.680 0.177 0.049  1.451 -1.911 1.673
23-57-24-472   0.977 0.138 -0.726  0.443 -0.047 -0.006  0.670 0.171 0.048  1.444 -1.921 1.672
23-57-24-493   0.962 0.134 -0.721  0.436 -0.050 -0.003  0.658 0.165 0.048  1.438 -1.932 1.672
23-57-24-493   0.962 0.134 -0.721  0.428 -0.052 0.000  0.647 0.159 0.049  1.431 -1.944 1.672
23-57-24-514   0.948 0.126 -0.729  0.414 -0.059 -0.008  0.635 0.152 0.049  1.424 -1.955 1.672
23-57-24-535   0.940 0.121 -0.733  0.406 -0.065 -0.013  0.624 0.146 0.049  1.417 -1.966 1.673
23-57-24-556   0.933 0.118 -0.735  0.399 -0.067 -0.014  0.613 0.140 0.049  1.410 -1.976 1.673
23-57-24-577   0.928 0.114 -0.735  0.397 -0.069 -0.014  0.602 0.135 0.048  1.403 -1.986 1.672
23-57-24-577   0.928 0.114 -0.735  0.394 -0.071 -0.015  0.592 0.130 0.048  1.397 -1.996 1.672
23-57-24-598   0.920 0.109 -0.737  0.386 -0.077 -0.016  0.581 0.124 0.049  1.391 -2.006 1.672
23-57-24-619   0.910 0.102 -0.738  0.376 -0.083 -0.017  0.571 0.118 0.049  1.385 -2.016 1.672
23-57-24-640   0.899 0.095 -0.739  0.365 -0.091 -0.019  0.562 0.113 0.049  1.379 -2.025 1.672
23-57-24-659   0.892 0.091 -0.740  0.358 -0.094 -0.020  0.552 0.107 0.049  1.374 -2.035 1.672
23-57-24-661   0.884 0.086 -0.742  0.350 -0.099 -0.021  0.543 0.101 0.049  1.369 -2.044 1.672
23-57-24-681   0.871 0.079 -0.744  0.337 -0.107 -0.024  0.535 0.095 0.049  1.364 -2.054 1.672
23-57-24-703   0.858 0.071 -0.747  0.324 -0.114 -0.026  0.526 0.089 0.049  1.360 -2.063 1.672
23-57-24-724   0.845 0.064 -0.748  0.311 -0.122 -0.028  0.519 0.083 0.049  1.356 -2.072 1.673
23-57-24-743   0.839 0.060 -0.749  0.311 -0.122 -0.028  0.512 0.077 0.049  1.353 -2.081 1.673
23-57-24-745   0.833 0.056 -0.750  0.299 -0.130 -0.029  0.504 0.071 0.050  1.350 -2.090 1.674
23-57-24-765   0.821 0.048 -0.751  0.287 -0.137 -0.030  0.497 0.065 0.050  1.347 -2.099 1.674
23-57-24-787   0.809 0.041 -0.752  0.275 -0.145 -0.032  0.490 0.059 0.050  1.343 -2.107 1.674
23-57-24-808   0.798 0.035 -0.754  0.264 -0.151 -0.033  0.483 0.053 0.050  1.340 -2.116 1.674
23-57-24-808   0.798 0.035 -0.754  0.264 -0.151 -0.033  0.476 0.047 0.050  1.336 -2.125 1.674
23-57-24-829   0.787 0.029 -0.755  0.253 -0.157 -0.034  0.469 0.041 0.050  1.334 -2.134 1.674
23-57-24-849   0.773 0.021 -0.757  0.239 -0.165 -0.036  0.461 0.035 0.050  1.330 -2.143 1.673
23-57-24-870   0.760 0.013 -0.759  0.226 -0.172 -0.039  0.454 0.029 0.049  1.326 -2.151 1.673
23-57-24-891   0.748 0.006 -0.761  0.214 -0.180 -0.041  0.448 0.023 0.049  1.324 -2.160 1.673
23-57-24-891   0.748 0.006 -0.761  0.214 -0.180 -0.041  0.441 0.016 0.049  1.321 -2.169 1.673
23-57-24-913   0.733 -0.003 -0.762  0.199 -0.189 -0.041  0.433 0.010 0.049  1.318 -2.178 1.672
23-57-24-933   0.717 -0.015 -0.762  0.183 -0.201 -0.041  0.427 0.004 0.048  1.315 -2.187 1.672
23-57-24-954   0.699 -0.029 -0.761  0.165 -0.215 -0.040  0.420 -0.002 0.048  1.312 -2.195 1.672
23-57-24-975   0.682 -0.043 -0.759  0.148 -0.228 -0.038  0.414 -0.009 0.048  1.310 -2.204 1.672
23-57-24-975   0.682 -0.043 -0.759  0.148 -0.228 -0.038  0.408 -0.016 0.048  1.308 -2.213 1.672
23-57-24-996   0.665 -0.056 -0.757  0.131 -0.242 -0.036  0.402 -0.022 0.048  1.306 -2.221 1.671
23-57-25-17   0.650 -0.069 -0.755  0.116 -0.255 -0.034  0.396 -0.029 0.047  1.304 -2.231 1.671
23-57-25-38   0.635 -0.082 -0.753  0.101 -0.268 -0.032  0.390 -0.036 0.046  1.302 -2.239 1.670
23-57-25-59   0.622 -0.095 -0.751  0.088 -0.280 -0.030  0.384 -0.044 0.046  1.301 -2.249 1.669
23-57-25-59   0.622 -0.095 -0.751  0.088 -0.280 -0.030  0.384 -0.044 0.046  1.301 -2.249 1.669
23-57-25-80   0.609 -0.106 -0.750  0.075 -0.292 -0.029  0.384 -0.044 0.046  1.301 -2.249 1.669
23-57-25-101   0.597 -0.117 -0.748  0.063 -0.303 -0.028  0.384 -0.044 0.046  1.301 -2.249 1.669
23-57-25-122   0.586 -0.129 -0.747  0.052 -0.314 -0.026  0.384 -0.044 0.046  1.301 -2.249 1.669
23-57-25-143   0.574 -0.140 -0.745  0.046 -0.320 -0.025  0.356 -0.083 0.041  1.296 -2.297 1.665
23-57-25-143   0.574 -0.140 -0.745  0.040 -0.326 -0.024  0.356 -0.083 0.041  1.296 -2.297 1.665
23-57-25-164   0.562 -0.151 -0.743  0.028 -0.337 -0.023  0.356 -0.083 0.041  1.296 -2.297 1.665
23-57-25-185   0.546 -0.161 -0.742  0.012 -0.347 -0.021  0.339 -0.108 0.044  1.293 -2.327 1.668
23-57-25-207   0.530 -0.171 -0.743  -0.004 -0.356 -0.022  0.339 -0.108 0.044  1.293 -2.327 1.668
