Sensor ID 	electronic compass(calibrate data)x	y	z	
161						0.25429	0.497484	-0.701987
161						0.25429	0.497484	-0.701987
161						0.25429	0.497484	-0.701987
161						0.480868	0.5891	-0.546846
161						0.480868	0.5891	-0.546846
161						0.480868	0.5891	-0.546846
161						0.278378	0.35577	-0.839498
161						0.278378	0.35577	-0.839498
161						0.278378	0.35577	-0.839498
161						0.565305	0.680988	-0.356445
161						0.565305	0.680988	-0.356445
161						0.565305	0.680988	-0.356445
161						0.599692	0.703229	-0.0778967
161						0.599692	0.703229	-0.0778967
161						0.599692	0.703229	-0.0778967
161						0.334268	0.412729	-0.835972
161						0.334268	0.412729	-0.835972
161						0.334268	0.412729	-0.835972
161						0.561068	0.737538	-0.405808
161						0.561068	0.737538	-0.405808
161						0.561068	0.737538	-0.405808
161						0.966993	0.0556913	0.200652
161						0.966993	0.0556913	0.200652
161						0.966993	0.0556913	0.200652
161						0.976524	-0.0788895	0.119556
161						0.976524	-0.0788895	0.119556
161						0.976524	-0.0788895	0.119556
161						0.846091	0.30526	-0.441068
161						0.846091	0.30526	-0.441068
161						0.846091	0.30526	-0.441068
161						0.911472	0.014613	-0.349393
161						0.911472	0.014613	-0.349393
161						0.911472	0.014613	-0.349393
161						0.80747	-0.454041	-0.324712
161						0.80747	-0.454041	-0.324712
161						0.80747	-0.454041	-0.324712
161						0.541542	-0.765434	-0.31766
161						0.541542	-0.765434	-0.31766
161						0.541542	-0.765434	-0.31766
161						0.345581	-0.631174	-0.712565
161						0.345581	-0.631174	-0.712565
161						0.345581	-0.631174	-0.712565
161						0.876494	-0.0593996	0.475675
161						0.876494	-0.0593996	0.475675
161						0.876494	-0.0593996	0.475675
161						0.155941	-0.0675219	-1.01227
161						0.155941	-0.0675219	-1.01227
161						0.155941	-0.0675219	-1.01227
161						-0.398519	0.48025	-0.765454
161						-0.398519	0.48025	-0.765454
161						-0.398519	0.48025	-0.765454
161						0.29201	0.808126	0.49683
161						0.29201	0.808126	0.49683
161						0.29201	0.808126	0.49683
161						0.206198	0.755196	0.581453
161						0.206198	0.755196	0.581453
161						0.206198	0.755196	0.581453
161						-0.0128943	0.505709	-0.938224
161						-0.0128943	0.505709	-0.938224
