Sensor ID 	electronic compass(original data)x	y	z	
161						-2662	9628	2896
161						-2662	9628	2896
161						-15	147	-338
161						-15	147	-338
161						-15	147	-338
161						148	-82	-258
161						148	-82	-258
161						148	-82	-258
161						42	-248	-73
161						42	-248	-73
161						42	-248	-73
161						-33	71	186
161						-33	71	186
161						-33	71	186
161						-97	271	-18
161						-97	271	-18
161						-97	271	-18
161						-74	281	65
161						-74	281	65
161						-74	281	65
161						-33	263	-208
161						-33	263	-208
161						-33	263	-208
161						93	-63	-311
161						93	-63	-311
161						93	-63	-311
161						55	-211	-196
161						55	-211	-196
161						55	-211	-196
161						-49	-93	162
161						-49	-93	162
161						-49	-93	162
161						-66	244	11
161						-66	244	11
161						-66	244	11
161						-89	301	-13
161						-89	301	-13
161						-89	301	-13
161						14	275	51
161						14	275	51
161						14	275	51
161						13	73	-358
161						13	73	-358
161						13	73	-358
161						71	-214	-201
161						71	-214	-201
161						71	-214	-201
161						-71	-225	-23
161						-71	-225	-23
161						-71	-225	-23
161						-35	176	132
161						-35	176	132
161						-35	176	132
161						-136	273	-166
161						-136	273	-166
161						-136	273	-166
161						-31	317	-26
161						-31	317	-26
161						-31	317	-26
161						5	222	-289
161						5	222	-289
161						5	222	-289
161						78	-174	-232
161						78	-174	-232
161						78	-174	-232
161						1	-242	-77
161						1	-242	-77
161						1	-242	-77
161						-34	59	203
161						-34	59	203
161						-34	59	203
161						-73	260	-157
161						-73	260	-157
161						-73	260	-157
161						-68	329	-72
161						-68	329	-72
161						-68	329	-72
161						-40	294	-149
161						-40	294	-149
161						-40	294	-149
161						1	-70	-348
161						1	-70	-348
161						1	-70	-348
161						208	-68	74
161						208	-68	74
161						208	-68	74
161						52	-240	16
161						52	-240	16
161						52	-240	16
161						84	103	174
161						84	103	174
161						84	103	174
161						-190	197	-216
161						-190	197	-216
161						-190	197	-216
161						-109	325	-33
161						-109	325	-33
161						-109	325	-33
161						-30	309	-170
161						-30	309	-170
161						-30	309	-170
161						231	116	130
161						231	116	130
161						231	116	130
161						256	100	-147
161						256	100	-147
161						256	100	-147
161						103	102	-301
161						103	102	-301
161						103	102	-301
161						114	-26	199
161						114	-26	199
161						114	-26	199
161						-138	-173	18
161						-138	-173	18
161						-138	-173	18
161						-238	212	-123
161						-238	212	-123
161						-238	212	-123
161						-57	-3	226
161						-57	-3	226
161						-57	-3	226
161						-194	99	-329
161						-194	99	-329
161						-194	99	-329
161						82	-195	-190
161						82	-195	-190
161						82	-195	-190
161						202	15	-223
161						202	15	-223
161						202	15	-223
161						130	-192	-60
161						130	-192	-60
161						130	-192	-60
161						-44	283	-49
161						-44	283	-49
161						-44	283	-49
161						-148	205	-186
161						-148	205	-186
161						-148	205	-186
161						-145	282	-11
161						-145	282	-11
161						-145	282	-11
161						-176	275	-74
161						-176	275	-74
161						-176	275	-74
161						-165	146	-272
161						-165	146	-272
161						-165	146	-272
