-156	135	137
-151	146	134
-151	146	143
-140	147	146
-147	154	131
-152	142	137
-145	140	133
-153	141	136
-153	131	133
-156	124	142
-155	110	143
-180	113	147
-173	123	145
-175	116	145
-185	100	150
-199	103	146
-198	106	145
-225	131	133
-250	131	122
-275	140	107
-291	142	118
-281	161	107
-274	156	109
-253	166	104
-252	172	107
-265	144	124
-280	141	114
-292	144	103
-300	117	105
-335	54	113
-310	-60	115
-251	-23	147
-3	-153	13
-26	-265	-83
-118	-318	-217
-119	-334	-180
-186	-312	-121
-218	-305	-221
-176	-333	-201
-153	303	-16
-128	-291	-3
77	-178	-149
-395	-186	-160
-202	162	119
-117	-310	-291
-155	-282	2
-3	-210	2
19	-257	-234
-348	-208	-18
49	-108	70
108	-144	-175
-421	-153	-90
102	72	-266
-73	183	87
-32	-45	64
117	104	-211
-223	33	127
111	-122	-67
39	121	60
-418	97	-84
45	78	-355
-161	337	-40
-456	-110	-91
29	-62	-381
32	146	2
-385	215	-220
65	137	-265
-187	356	-237
-463	-34	-144
123	-13	-201
-388	-202	-139
-432	-30	-221
58	203	-191
-435	-27	-257
-153	375	-105
-2	274	-192
-351	122	-349
-155	267	-23
37	-244	-141
-150	-136	-394
-282	294	-177
-222	327	-161
12	54	-388
-226	310	-190
-383	196	-45
44	37	-358
-326	235	-251
-420	99	-59
-163	168	-399
-139	137	-386
-419	196	-111
-422	-91	-21
72	69	-284
-373	208	-219
-365	-126	33
50	78	-321
-311	298	-206
-443	-23	-129
-44	27	-411
-393	33	-279
-449	-114	-87
-92	-93	-407
54	-134	-3
-470	-31	-128
-319	-276	-140
-162	-237	-333
-20	-224	-325
-216	-61	-432
-274	-191	-379
-202	-296	-93
-325	-192	31
-192	-148	107
-130	-288	-318
97	-94	-277
-27	-50	97
-179	-66	133
-101	-160	-409
108	-83	-121
-253	-36	143
-285	-182	-375
93	85	-103
-171	-119	123
-314	-208	-355
93	126	-266
-87	102	113
-350	-283	-147
112	25	-259
-172	168	112
-218	-317	-93
81	94	-323
-308	111	102
-27	-279	-113
49	-194	-231
-225	-82	135
-115	40	132
59	-200	-249
-226	-269	-182
-404	197	-58
-67	232	8
50	-238	-169
-54	-217	-2
-383	234	-29
-12	-225	-1
-10	-233	-197
-432	30	-38
-6	-211	-13
6	-206	-86
-284	121	97
102	-136	-199
-93	-223	-4
-310	-59	97
-13	-308	-235
22	-225	-126
-342	100	64
-5	-307	-194
-203	-312	-186
-139	-120	90
97	-154	-161
-347	-264	-99
58	180	-83
76	166	-122
-435	157	-89
102	115	-154
14	134	-5
-309	269	-13
44	114	-320
-113	9	77
-334	256	-73
-1	45	-401
-8	84	62
-404	174	-48
109	63	-220
-149	95	-417
-330	142	68
-127	267	-69
-68	62	-413
-323	284	-25
-209	309	-32
-34	-74	-410
-441	125	-193
-446	123	-128
-75	270	-264
-29	-292	-266
-361	-95	-311
-383	149	-284
-69	271	-131
-176	-286	-305
-321	180	-300
-137	316	-35
46	178	-118
-290	-122	-365
-305	273	-211
-169	286	-170
-145	-195	-365
-345	235	-240
-160	263	-14
6	-248	-307
-369	235	-195
-256	232	-2
90	-60	-291
-336	120	-321
-433	90	-47
-126	170	-393
-236	137	-399
-399	147	-15
-200	274	-120
-1	-77	-387
-362	274	-176
-426	53	-86
-89	100	-427
-202	258	-299
-376	-26	41
-217	129	-424
-92	179	-357
-313	23	101
-353	18	-397
-31	154	-345
-80	288	-25
-392	-223	-125
-74	-211	-366
-189	321	-50
-224	-354	-114
-34	-251	-256
-263	288	-8
-196	-374	-132
65	-165	-182
-434	147	-73
-237	-260	-1
63	-98	-296
-379	-209	-105
-242	-256	9
57	-102	-333
-407	-8	23
-123	-306	-92
33	-111	-367
-67	-274	-27
-378	0	77
-85	-328	-128
54	-203	-180
-393	35	86
-24	-308	-191
48	-215	-134
-369	0	88
-148	-325	-251
92	-154	-216
-236	-138	121
-237	-384	-195
131	72	-214
-255	56	140
13	-250	-11
149	39	-188
-240	24	158
-51	41	90
120	-38	-272
-42	209	43
5	177	33
89	-151	-288
-133	-34	-468
19	-286	-159
-102	-239	-363
-50	-36	-420
125	-27	-208
-94	-216	64
-269	-149	97
-260	-259	-341
-6	140	-364
20	190	8
-22	-28	140
-261	86	-387
-12	276	-79
50	-125	-3
-211	-303	-132
-152	-303	-11
-253	-313	-188
38	-191	-267
64	-112	-17
-225	-67	140
-112	-31	108
30	-119	-335
-33	-127	78
-254	-73	99
85	-109	-295
-217	-206	51
-222	-48	127
61	-215	-99
-69	-249	-340
-385	-127	12
56	66	23
-103	-302	-306
-409	81	21
129	11	-122
-403	-22	-303
68	47	46
129	3	-179
-449	-36	-212
75	68	-33
-29	272	-273
-434	138	-67
64	164	-225
-391	106	-325
-383	-35	78
37	203	-176
-466	116	-80
-236	40	151
-145	224	-369
-331	-23	-409
-362	83	74
42	196	-120
-404	41	-271
-271	191	41
-197	309	-257
-146	-229	-366
-355	-67	64
-304	221	-266
102	-74	-210
-397	-89	-13
-229	309	-118
90	-98	-182
-438	-104	-103
-118	357	-114
-61	-355	-234
-387	6	-281
-173	262	-87
-139	-289	-266
-113	241	-326
-258	332	-62
-342	176	-307
-78	-52	-397
-355	260	-97
-326	55	-395
-42	164	-347
-334	273	-207
-426	47	0
-232	225	-324
-173	56	-376
-404	74	33
-62	142	-390
-256	303	-238
-417	14	20
-290	17	-438
-106	-100	-417
-247	204	62
-323	-124	-347
-265	-185	-380
-394	-154	-256
-433	-143	-167
-355	-136	-341
-126	-144	-418
-134	-192	-388
-324	-218	-312
-391	-192	-177
-388	-216	-152
-325	-277	-187
-233	-310	-255
-272	-303	-278
-333	-281	-228
-279	-269	-339
-368	-237	-212
-448	-127	-74
-454	-40	-20
-460	21	-3
-366	119	81
-291	149	112
-333	140	103
-384	107	62
-410	86	56
-389	114	60
-380	114	73
-376	121	80
-404	91	52
-433	64	45
-394	75	63
-369	98	92
-364	98	98
-378	79	84
-377	71	85
-370	76	87
-372	82	84
-375	76	89
-376	79	93
-378	81	94
-370	71	87
-389	71	94
-385	78	93
-384	78	86
-376	65	81
-376	70	90
-383	72	90
-385	83	87
-384	71	91
-390	75	90
-386	78	88
