-81	167	75
-88	159	78
-92	158	82
-85	166	78
-90	168	75
-86	171	73
-96	153	79
-93	152	83
-88	167	70
-92	165	76
-83	153	71
-86	158	76
-82	168	76
-86	162	75
-85	155	79
-85	173	71
-88	164	79
-93	144	79
-79	175	71
-83	210	64
-87	168	69
-85	112	97
-85	94	86
-66	81	107
-48	102	100
-39	47	112
-22	62	119
-17	78	114
-44	91	104
-34	48	98
-66	75	90
-61	90	98
-51	148	89
-12	157	99
71	261	66
78	324	11
148	323	-19
131	377	-86
101	396	-134
104	391	-108
118	364	-52
101	342	-22
145	297	17
174	266	26
211	236	30
228	207	17
246	218	-4
233	250	8
233	263	-4
211	267	0
201	274	3
196	258	0
204	263	8
212	264	0
238	251	-10
236	257	-34
242	285	-30
233	295	-49
238	294	-39
226	293	-31
223	267	-2
228	250	-14
264	232	-24
291	203	-37
306	210	-71
320	193	-93
323	138	-97
324	20	-119
300	-68	-255
216	-124	-331
180	-176	-230
-90	-144	-31
184	355	-83
246	-2	-425
250	-89	-144
58	343	-44
298	208	-312
262	-16	-386
-94	-94	38
34	385	-316
303	214	-372
200	-103	-32
-209	248	-248
-36	349	-370
217	-95	-97
31	-239	-124
87	341	-410
303	187	-245
-19	-258	-208
0	376	-378
292	91	-132
27	-225	-195
-2	398	-342
275	156	-106
-13	-205	-276
137	421	-251
118	-174	-54
51	-181	-365
143	418	-169
111	-184	-41
88	-170	-362
-123	-171	-318
34	302	40
-26	-245	-150
253	-32	-379
175	255	-1
-23	-127	-405
46	-201	-63
177	-119	-45
171	165	-475
17	-99	58
171	-134	-57
-46	40	-481
306	206	-124
193	-123	-47
-141	-2	-403
324	12	-79
280	-5	-151
-141	-100	-355
-122	293	-342
-121	58	-456
-202	-45	-297
-189	-86	-289
142	-104	-393
241	301	-306
56	380	-266
-147	158	-419
68	-123	-402
336	51	-73
6	-125	38
213	331	-141
10	-212	-303
278	85	-396
337	117	-121
260	-4	13
307	62	-21
137	-194	-306
-186	110	-363
214	360	-276
304	27	-144
-58	-222	-150
-160	196	-374
325	84	-264
192	-78	5
10	-229	-130
71	215	-489
223	-27	-3
138	-202	-112
77	183	-507
121	-56	64
185	-181	-100
4	115	-497
313	54	-198
207	95	49
-74	-100	-394
304	99	-183
254	49	-8
-9	-70	-425
326	190	-241
215	195	27
224	-69	-422
331	68	-282
-21	254	73
190	289	-416
216	-135	-236
-175	9	18
146	277	-435
21	-186	-52
-165	242	-131
-149	285	-345
120	-90	44
-187	205	-82
-137	138	-440
108	0	83
-181	-17	-324
-113	359	-261
-15	131	109
-147	164	-390
-220	188	-367
103	93	98
-234	12	-298
-152	223	-411
68	127	115
-221	89	-339
-182	129	-416
101	235	82
-215	180	-326
-186	23	-390
127	367	-58
-266	-6	-219
-88	76	-416
115	233	50
-110	169	-439
235	377	-294
2	57	99
-251	10	-205
0	267	-460
97	423	-185
43	-238	-176
32	361	-381
127	-154	-26
-92	-148	-347
335	85	-157
-24	-238	-173
6	412	-288
312	37	-119
19	-231	-208
-138	328	-239
328	121	-204
129	-210	-199
137	418	-265
42	-233	-167
-197	-90	-168
344	88	-174
169	-179	-282
-220	176	-109
131	-208	-155
274	-83	-297
273	211	-121
97	-177	-350
25	-197	-38
235	-135	-96
164	-45	-446
201	-91	-6
217	-96	-53
106	72	-491
267	148	-17
225	-122	-116
-14	232	-442
273	134	-7
173	-193	-230
38	399	-324
271	294	-92
-165	-131	-219
231	356	-317
266	307	-209
-107	-184	-179
-42	336	-387
327	185	-260
39	-168	-21
-87	328	-230
256	234	-402
267	89	0
-152	-160	-237
298	271	-287
153	-161	-58
81	162	-518
285	63	-79
213	87	50
-57	-211	-301
317	211	-323
135	146	106
40	-188	-359
316	199	-330
67	27	122
278	-94	-195
165	96	-487
155	-66	41
312	-29	-178
163	-17	-454
91	-110	42
322	151	-314
151	-75	-413
147	-108	-1
34	366	-131
157	219	-468
150	-112	-3
40	389	-202
-77	275	-402
-89	-60	52
-125	308	-226
-175	156	-394
157	-13	60
-242	59	-170
-186	243	-326
7	37	105
-197	106	-304
-221	161	-357
84	107	109
-224	-17	-318
-204	220	-341
-36	118	131
-72	53	-485
-234	211	-175
-94	218	77
39	150	-520
-241	166	-100
9	378	-66
107	-26	-517
-218	-68	-125
7	345	-28
78	275	-487
-256	97	-241
-11	308	7
-64	165	-467
81	434	-286
-32	19	86
-120	-65	-410
105	437	-268
-201	-148	-192
-100	-160	-275
237	11	5
-33	-141	-394
-88	375	-108
153	-174	-89
38	-190	-352
65	412	-115
-165	-149	-209
-115	-168	-253
205	308	-38
91	-209	-142
-3	-184	-348
63	-220	-192
156	343	-65
108	-235	-264
274	-103	-186
235	-124	-126
241	-37	-368
-75	129	109
136	-173	-304
285	126	-404
191	23	60
295	13	-107
-92	80	-444
192	167	57
272	-39	-52
-166	8	-350
333	126	-176
304	122	-187
-204	88	-331
333	201	-149
-34	-224	-158
-78	295	-368
267	315	-167
134	-190	-105
-131	170	-384
273	274	-86
-109	-210	-238
294	241	-363
216	128	46
197	-191	-190
180	150	-476
153	-34	64
341	80	-250
116	-32	-462
216	10	8
229	265	-386
110	-165	-356
185	15	40
148	346	-290
245	-66	-309
304	32	-206
-124	-168	-73
63	341	-411
264	305	-209
-143	-188	-162
3	339	-397
214	295	-84
-228	189	-113
-87	66	-512
262	-88	-273
280	-51	-88
126	136	-480
129	212	-479
16	173	-504
-185	164	-386
-189	236	-149
-243	16	-103
125	249	-470
141	-170	-317
124	-194	-210
-106	-90	-383
-52	329	-387
200	374	-181
-65	-176	-307
-28	427	-154
-67	360	-178
137	-6	-468
-133	71	-428
-147	329	-211
-27	376	-86
33	340	-381
-210	182	-267
-58	327	-50
139	276	-452
-219	192	-104
-65	345	-261
-191	44	-242
-38	358	-69
214	217	-452
-243	31	-112
-73	359	-188
56	-160	-373
-177	233	-69
-197	242	-287
-201	101	-318
64	393	-51
-8	345	-375
-187	248	-305
-44	344	-56
-148	310	-226
60	234	-489
-133	178	-430
57	360	-38
-162	63	24
-156	267	-296
-5	288	-431
230	355	-151
63	-136	25
-234	121	-271
62	336	-405
217	8	35
-205	-29	-46
64	213	-491
196	44	30
-209	80	-296
136	354	-376
85	10	83
-124	220	-398
252	347	-271
-134	-149	-22
44	269	-469
257	73	-22
-225	-70	-168
114	303	-435
281	0	-65
-13	-198	-43
-163	-104	-334
339	97	-269
6	-225	-88
-190	209	-211
-40	-210	-127
-218	107	-198
296	258	-198
108	-202	-195
-226	127	-235
278	303	-156
136	-200	-230
-93	-194	-173
257	-50	-102
219	-94	-360
14	-159	24
24	-227	-204
308	50	-292
119	305	8
69	28	-481
194	-83	10
307	38	-180
-101	126	-432
311	101	-87
315	74	-224
-114	261	-347
340	113	-58
184	-161	-222
-201	130	-315
337	217	-141
199	-170	-185
-142	237	-326
306	247	-103
-179	-123	-180
171	355	-363
249	259	-51
-180	-134	-236
296	213	-355
243	103	24
-56	-206	-274
310	211	-332
162	94	79
51	-216	-333
312	135	-344
63	127	118
236	-124	-339
256	78	-408
-31	-30	98
332	168	-277
98	-127	-379
-62	-106	46
170	274	-416
-104	-179	-169
-169	-36	3
-33	263	-440
-40	-178	-28
-186	-114	-106
-178	255	-315
-116	24	64
-165	97	-409
-55	403	-159
-135	161	30
-116	5	-446
38	221	55
-158	197	-422
-240	45	-169
-103	119	69
32	230	-509
-230	86	-81
-14	388	-133
179	112	-514
-199	-8	-50
-24	372	-139
124	251	-505
-133	-158	-283
-194	232	-90
-165	292	-179
4	264	-472
224	45	-461
-127	44	-451
-208	279	-158
-55	269	40
-40	256	58
-134	304	-102
-47	316	-428
-195	299	-228
-116	197	50
41	24	106
0	72	124
-77	196	65
-92	215	52
-67	144	87
8	9	97
154	-87	31
213	-102	-22
210	-90	4
163	-75	41
70	-34	96
21	39	113
-15	91	118
-61	92	107
-69	74	97
-52	36	95
-71	-2	95
-59	-10	90
-48	-27	100
-48	-24	97
-50	-31	83
-38	-21	86
-26	-47	84
-41	-42	86
-28	-34	82
-50	-27	92
-34	-30	86
-27	-30	81
-25	-28	88
-21	-27	94
-27	-39	90
